,geometry,objectType,name,color
196,"POLYGON ((13878.51 49261.64, 13581.77 49284.3, 13284.75 49307.39, 12987.35 49330.46, 12759.96 49347.86, 12689.61 49353.59, 12665.25 49355.56, 12682.21 49632.15, 12699.51 49908.8, 12716.83 50185.1, 12734.13 50461.12, 12735.73 50484.7, 13032.39 50461.01, 13329.14 50437.29, 13625.5 50413.97, 13921.53 50390.34, 13946.48 50388.59, 13929.54 50113.25, 13912.9 49837.58, 13896.3 49561.59, 13879.65 49285.3, 13878.51 49261.64))",annotation,plate4_12E,[255 255   0]
197,"POLYGON ((8264.97 47137.2, 7960.16 47158.99, 7655.01 47181.13, 7349.5 47203.32, 7115.89 47220.04, 7043.62 47225.54, 7018.6 47227.44, 7038.97 47509.64, 7059.69 47791.84, 7080.43 48073.72, 7101.17 48355.3, 7103.06 48379.74, 7407.81 48356.93, 7712.64 48334.1, 8017.04 48311.28, 8321.11 48288.52, 8346.75 48286.89, 8326.43 48005.98, 8306.41 47724.76, 8286.42 47443.21, 8266.39 47161.37, 8264.97 47137.2))",annotation,plate4_1E,[255 255   0]
198,"POLYGON ((17315.29 38797.76, 17017.01 38814.46, 16718.43 38831.55, 16419.5 38848.66, 16190.54 38861.48, 16120.2 38865.78, 16095.34 38867.29, 16110.98 39153.02, 16126.62 39438.81, 16142.25 39724.26, 16157.83 40009.41, 16159.25 40033.78, 16457.51 40016.03, 16755.73 39998.26, 17053.66 39980.5, 17351.18 39962.78, 17376.26 39961.57, 17361.02 39677.12, 17346.1 39392.35, 17331.17 39107.24, 17316.23 38821.85, 17315.29 38797.76))",annotation,plate4_10D,[  0 255   0]
200,"POLYGON ((13119.15 59228.93, 12826.97 59257.03, 12534.49 59285.48, 12241.68 59313.98, 12017.42 59335.57, 11948.53 59342.51, 11924.18 59344.96, 11941.65 59611.47, 11959.06 59878.06, 11976.49 60144.34, 11993.86 60410.33, 11995.46 60433.41, 12287.62 60404.35, 12579.74 60375.29, 12871.59 60346.25, 13163.04 60317.26, 13187.24 60315.1, 13170.55 60049.7, 13153.81 59784.01, 13137.05 59518.01, 13120.31 59251.75, 13119.15 59228.93))",annotation,plate4_2A,[255 255   0]
201,"POLYGON ((19509.39 28125.54, 19208.06 28136.01, 18906.32 28146.89, 18604.24 28157.76, 18372.91 28165.83, 18301.8 28168.65, 18276.68 28169.66, 18291.32 28465.69, 18305.97 28761.73, 18320.6 29057.47, 18335.22 29352.88, 18336.56 29378.14, 18637.89 29366.56, 18939.3 29354.96, 19240.33 29343.77, 19540.98 29332.21, 19566.29 29331.51, 19552.05 29036.87, 19538.15 28741.86, 19524.23 28446.52, 19510.29 28150.85, 19509.39 28125.54))",annotation,plate4_9B,[102   0 102]
202,"POLYGON ((9342.94 43150.84, 9037.23 43170.3, 8731.2 43190.18, 8424.83 43210.05, 8190.55 43224.99, 8118.03 43229.95, 8092.98 43231.68, 8112.84 43517.53, 8133.07 43803.38, 8153.31 44088.92, 8173.52 44374.15, 8175.37 44398.9, 8481.03 44378.36, 8786.71 44357.79, 9092.02 44337.27, 9396.97 44316.8, 9422.68 44315.33, 9402.82 44030.83, 9383.33 43745.97, 9363.85 43460.79, 9344.32 43175.29, 9342.94 43150.84))",annotation,plate4_9G,[255 255 255]
203,"POLYGON ((19188.37 21296.72, 18882.89 21303.13, 18577.06 21309.95, 18270.83 21316.38, 18036.33 21321.32, 17964.25 21323.22, 17938.78 21323.88, 17953.81 21627.64, 17968.84 21931.47, 17983.82 22234.95, 17998.85 22538.06, 18000.25 22564.37, 18305.69 22556.8, 18611.21 22549.24, 18916.3 22541.69, 19221.07 22534.15, 19246.37 22533.79, 19232.13 22231.46, 19217.83 21928.75, 19203.58 21625.7, 19189.28 21322.32, 19188.37 21296.72))",annotation,plate4_11C,[102   0 102]
204,"POLYGON ((27483.28 25181.35, 27190.09 25189.94, 26896.59 25198.93, 26602.68 25207.92, 26377.63 25214.53, 26308.47 25216.91, 26284.03 25217.76, 26293.68 25512.09, 26303.67 25806.48, 26313.69 26100.52, 26323.66 26394.25, 26324.64 26419.36, 26617.84 26409.69, 26911.05 26399.99, 27203.93 26390.32, 27496.45 26380.66, 27521.1 26380.11, 27511.79 26087.11, 27502.46 25793.79, 27493.13 25500.13, 27483.81 25206.16, 27483.28 25181.35))",annotation,plate4_4E,[128   0 128]
206,"POLYGON ((13727.05 46742.25, 13428.76 46763.55, 13130.14 46785.25, 12831.17 46806.93, 12602.6 46823.28, 12531.87 46828.68, 12507.35 46830.54, 12524.48 47109.92, 12541.99 47389.32, 12559.45 47668.39, 12576.95 47947.18, 12578.54 47971, 12876.8 47948.66, 13175.1 47926.33, 13473 47904.01, 13770.62 47881.73, 13795.71 47880.13, 13778.57 47602.02, 13761.79 47323.6, 13745 47044.85, 13728.18 46765.8, 13727.05 46742.25))",annotation,plate4_11G,[102   0 102]
207,"POLYGON ((16275.38 44015.81, 15978.72 44035.48, 15681.75 44055.55, 15384.35 44075.27, 15157.03 44090.37, 15086.65 44095.37, 15062.33 44097.11, 15078.02 44377.87, 15094.11 44658.66, 15110.19 44939.16, 15126.22 45219.31, 15127.74 45243.62, 15424.38 45222.91, 15721.05 45202.2, 16017.38 45181.51, 16313.34 45160.84, 16338.3 45159.37, 16322.53 44879.88, 16307.19 44600.06, 16291.8 44319.92, 16276.42 44039.49, 16275.38 44015.81))",annotation,plate4_5F,[102   0 102]
208,"POLYGON ((13648.77 45442.29, 13349.67 45462.88, 13050.27 45483.84, 12750.45 45504.83, 12521.25 45520.62, 12450.33 45525.84, 12425.78 45527.65, 12442.96 45808.47, 12460.56 46089.27, 12478.15 46369.81, 12495.71 46650.01, 12497.33 46674.33, 12796.4 46652.71, 13095.5 46631.07, 13394.25 46609.48, 13692.65 46587.89, 13717.8 46586.36, 13700.58 46306.83, 13683.71 46026.97, 13666.83 45746.79, 13649.96 45466.32, 13648.77 45442.29))",annotation,plate4_11A,[102   0 102]
209,"POLYGON ((9234.71 60798.84, 8938.69 60828.01, 8642.35 60857.54, 8345.66 60887.12, 8118.46 60909.5, 8048.66 60916.7, 8023.98 60919.24, 8043.6 61186.39, 8063.25 61453.55, 8082.85 61720.43, 8102.47 61987.05, 8104.27 62009.83, 8400.25 61979.69, 8696.26 61949.55, 8991.9 61919.44, 9287.26 61889.36, 9311.79 61887.14, 9292.84 61621.12, 9273.95 61354.83, 9255 61088.25, 9236.03 60821.38, 9234.71 60798.84))",annotation,plate4_9A,[255 255 255]
210,"POLYGON ((14960.63 20029.93, 14649.19 20035.64, 14337.38 20041.73, 14025.19 20047.83, 13786.1 20052.23, 13712.64 20053.96, 13686.67 20054.56, 13704.29 20362.4, 13721.93 20670.26, 13739.53 20977.78, 13757.17 21284.93, 13758.77 21311.2, 14070.21 21304.34, 14381.65 21297.47, 14692.7 21290.99, 15003.41 21284.14, 15029.21 21283.87, 15012.38 20977.49, 14995.53 20670.78, 14978.66 20363.68, 14961.77 20056.26, 14960.63 20029.93))",annotation,plate4_10C,[102   0 102]
211,"POLYGON ((10373.84 58239.2, 10077.79 58266.94, 9781.39 58295.05, 9484.71 58323.18, 9257.45 58344.5, 9187.61 58351.36, 9162.93 58353.78, 9181.63 58622.97, 9200.71 58892.16, 9219.77 59161.07, 9238.81 59429.68, 9240.56 59452.99, 9536.57 59424.25, 9832.61 59395.55, 10128.31 59366.85, 10423.67 59338.2, 10448.57 59336.04, 10430.23 59068.04, 10411.87 58799.73, 10393.53 58531.14, 10375.1 58262.26, 10373.84 58239.2))",annotation,plate4_7C,[255 255   0]
212,"POLYGON ((10206.06 55787.46, 9908.45 55813.88, 9610.51 55840.68, 9312.23 55867.52, 9084.15 55887.79, 9013.59 55894.39, 8989.16 55896.68, 9008.05 56168.52, 9027.28 56440.39, 9046.57 56711.98, 9065.76 56983.25, 9067.5 57006.44, 9365.08 56979, 9662.68 56951.58, 9959.97 56924.17, 10256.85 56896.81, 10281.89 56894.77, 10263.02 56624.15, 10244.48 56353.18, 10225.89 56081.93, 10207.34 55810.39, 10206.06 55787.46))",annotation,plate4_2H,[255 255 255]
213,"POLYGON ((16690.47 26837.02, 16384.96 26846.82, 16079.05 26856.98, 15772.74 26867.16, 15538.18 26874.68, 15466.11 26877.35, 15440.64 26878.3, 15456.62 27177.5, 15472.97 27476.71, 15489.33 27775.6, 15505.64 28074.15, 15507.16 28099.67, 15812.71 28088.77, 16118.27 28077.87, 16423.46 28066.99, 16728.28 28056.08, 16753.98 28055.46, 16738.38 27757.66, 16722.77 27459.53, 16707.15 27161.07, 16691.53 26862.27, 16690.47 26837.02))",annotation,plate4_9E,[102   0 102]
214,"POLYGON ((20600.76 21265.69, 20297.02 21272.04, 19992.95 21278.83, 19688.43 21285.22, 19455.65 21290.13, 19383.62 21292, 19358.69 21292.66, 19372.44 21595.6, 19386.62 21898.56, 19400.79 22201.21, 19414.94 22503.49, 19416.26 22529.72, 19720 22522.19, 20023.77 22514.67, 20327.15 22507.17, 20630.17 22499.65, 20655.72 22499.31, 20641.92 22197.81, 20628.5 21895.95, 20615.06 21593.74, 20601.63 21291.2, 20600.76 21265.69))",annotation,plate4_1D,[102   0 102]
215,"POLYGON ((15706 33625.31, 15402.98 33639.11, 15099.54 33653.28, 14795.81 33667.46, 14563.15 33678.08, 14491.64 33681.69, 14466.37 33682.97, 14483.13 33975.29, 14499.92 34267.64, 14516.63 34559.69, 14533.35 34851.39, 14534.9 34876.71, 14837.94 34861.83, 15141 34846.95, 15443.7 34832.08, 15746.03 34817.22, 15771.13 34816.29, 15755.15 34525.29, 15739.14 34233.96, 15723.15 33942.3, 15707.08 33650.34, 15706 33625.31))",annotation,plate4_12F,[102   0 102]
216,"POLYGON ((17767.77 19975.72, 17459.81 19981.35, 17151.48 19987.38, 16842.78 19993.42, 16606.34 19997.77, 16533.7 19999.48, 16508.02 20000.07, 16523.55 20306.21, 16539.48 20612.4, 16555.37 20918.23, 16571.29 21223.68, 16572.77 21250.2, 16880.7 21243.42, 17188.71 21236.63, 17496.27 21229.83, 17803.52 21223.04, 17829.38 21222.77, 17814.28 20918.07, 17799.13 20613.04, 17783.96 20307.64, 17768.77 20001.91, 17767.77 19975.72))",annotation,plate4_11C,[102   0 102]
217,"POLYGON ((14371.07 34983.95, 14067.14 34998.57, 13762.84 35013.57, 13458.16 35028.6, 13224.81 35039.86, 13153.12 35043.65, 13127.78 35044.99, 13145.26 35336.65, 13162.81 35628.34, 13180.31 35919.7, 13197.75 36210.74, 13199.36 36236, 13503.31 36220.29, 13807.28 36204.6, 14110.91 36188.88, 14414.11 36173.22, 14439.28 36172.2, 14422.54 35881.87, 14405.82 35591.21, 14389.04 35300.23, 14372.25 35008.93, 14371.07 34983.95))",annotation,plate4_4H,[102   0 102]
218,"POLYGON ((17975.48 51432.94, 17684.97 51456.59, 17394.11 51480.62, 17102.88 51504.7, 16879.88 51522.86, 16811.37 51528.77, 16787.15 51530.86, 16802 51802.73, 16816.89 52074.63, 16831.76 52346.25, 16846.61 52617.58, 16847.99 52641.13, 17138.51 52616.47, 17429.05 52591.79, 17719.27 52567.18, 18009.14 52542.57, 18033.58 52540.77, 18019.03 52270.1, 18004.84 51999.08, 17990.63 51727.79, 17976.44 51456.2, 17975.48 51432.94))",annotation,plate4_4B,[255 255   0]
219,"POLYGON ((27567.37 27837.64, 27275.73 27847.78, 26983.7 27858.3, 26691.38 27868.84, 26467.47 27876.64, 26398.65 27879.38, 26374.33 27880.36, 26384.26 28171.72, 26394.18 28463.14, 26404.1 28754.25, 26414 29045.03, 26414.94 29069.9, 26706.58 29058.67, 26998.3 29047.46, 27289.65 29036.26, 27580.65 29025.06, 27604.81 29024.42, 27595.59 28734.34, 27586.36 28443.94, 27577.12 28153.24, 27567.87 27862.21, 27567.37 27837.64))",annotation,plate4_3D,[128   0 128]
221,"POLYGON ((11181.46 28423.07, 10869.94 28433.91, 10557.99 28445.14, 10245.7 28456.39, 10006.9 28464.73, 9933.02 28467.66, 9907.44 28468.67, 9926.72 28769.51, 9946.41 29070.38, 9966.07 29370.86, 9985.71 29671.04, 9987.52 29697.09, 10299.02 29685.12, 10610.6 29673.15, 10921.74 29661.16, 11232.55 29649.23, 11258.72 29648.5, 11239.5 29349.11, 11220.61 29049.35, 11201.71 28749.26, 11182.78 28448.81, 11181.46 28423.07))",annotation,plate4_4G,[102   0 102]
223,"POLYGON ((11265.15 29750.14, 10954.44 29761.77, 10643.37 29773.79, 10331.91 29785.84, 10093.36 29794.78, 10020.07 29797.88, 9994.17 29798.97, 10013.75 30098.28, 10033.34 30397.62, 10052.9 30696.59, 10072.41 30995.27, 10074.21 31021.19, 10384.9 31008.42, 10695.61 30995.67, 11005.98 30982.91, 11315.9 30970.19, 11341.63 30969.43, 11322.9 30671.51, 11304.11 30373.26, 11285.29 30074.68, 11266.46 29775.76, 11265.15 29750.14))",annotation,plate4_4G,[102   0 102]
224,"POLYGON ((12417.7 48078.39, 12118.5 48100.49, 11819.05 48123, 11519.17 48145.49, 11289.93 48162.45, 11218.99 48168.02, 11194.44 48169.96, 11212.29 48448.68, 11230.5 48727.43, 11248.72 49005.87, 11266.92 49283.98, 11268.57 49307.77, 11567.7 49284.64, 11866.86 49261.49, 12165.67 49238.39, 12464.12 49215.3, 12489.28 49213.63, 12471.42 48936.18, 12453.92 48658.39, 12436.4 48380.29, 12418.89 48101.9, 12417.7 48078.39))",annotation,plate4_3A,[255 255 255]
225,"POLYGON ((17834.54 21326.2, 17527.4 21332.66, 17219.9 21339.49, 16911.99 21346.37, 16676.21 21351.35, 16603.76 21353.23, 16578.15 21353.89, 16594 21658.49, 16609.82 21963.11, 16625.68 22267.4, 16641.46 22571.32, 16642.91 22597.33, 16950.05 22589.7, 17257.21 22582.1, 17564 22574.89, 17870.4 22567.29, 17895.84 22566.98, 17880.82 22263.79, 17865.74 21960.3, 17850.62 21656.46, 17835.54 21352.25, 17834.54 21326.2))",annotation,plate4_11C,[102   0 102]
226,"POLYGON ((18038.38 52632.66, 17748.6 52656.95, 17458.44 52681.64, 17168.01 52706.34, 16945.55 52725, 16877.18 52731.07, 16853.02 52733.2, 16867.46 53003.8, 16882.27 53274.42, 16897.04 53544.73, 16911.85 53814.76, 16913.21 53837.83, 17202.99 53812.56, 17492.81 53787.27, 17782.28 53762.35, 18071.46 53737.11, 18095.84 53735.24, 18081.73 53465.83, 18067.61 53196.11, 18053.47 52926.11, 18039.31 52655.81, 18038.38 52632.66))",annotation,plate4_4B,[255 255   0]
229,"POLYGON ((11341.11 51979.64, 11042.79 52003.95, 10744.13 52028.63, 10445.1 52052.98, 10216.47 52071.63, 10145.74 52077.72, 10121.25 52079.83, 10139.6 52355.04, 10158.31 52630.28, 10177.06 52905.18, 10195.73 53179.82, 10197.44 53203.65, 10495.74 53178.34, 10794.06 53153.03, 11092.07 53127.73, 11389.66 53102.48, 11414.75 53100.61, 11396.42 52826.64, 11378.42 52552.34, 11360.39 52277.76, 11342.35 52002.86, 11341.11 51979.64))",annotation,plate4_4F,[255 255   0]
230,"POLYGON ((10240.74 35186.65, 9931.75 35201.52, 9622.42 35216.75, 9312.7 35232.05, 9075.88 35243.45, 9002.61 35247.33, 8977.28 35248.66, 8996.86 35542.63, 9016.88 35836.6, 9036.87 36130.26, 9056.8 36423.57, 9058.61 36448.66, 9367.6 36432.67, 9676.55 36416.71, 9985.19 36400.77, 10293.39 36384.85, 10319.37 36383.78, 10299.78 36091.21, 10280.58 35798.28, 10261.33 35505.03, 10242.06 35211.42, 10240.74 35186.65))",annotation,plate4_8C,[102   0 102]
231,"POLYGON ((11434.78 32448.97, 11125.81 32462.2, 10816.41 32475.8, 10506.7 32489.42, 10269.46 32499.61, 10196.58 32503.08, 10170.82 32504.3, 10190.17 32800.53, 10209.59 33096.78, 10228.92 33392.71, 10248.26 33688.29, 10250.01 33713.56, 10559 33699.23, 10868.01 33684.9, 11176.64 33670.55, 11484.89 33656.27, 11510.88 33655.34, 11491.91 33360.52, 11473.35 33065.32, 11454.73 32769.8, 11436.05 32473.94, 11434.78 32448.97))",annotation,plate4_10B,[102   0 102]
232,"POLYGON ((16688 51539.07, 16395.99 51562.84, 16103.6 51587.02, 15810.89 51611.21, 15586.74 51629.48, 15517.84 51635.43, 15493.5 51637.52, 15509.12 51910.02, 15524.75 52182.58, 15540.35 52454.84, 15555.95 52726.8, 15557.37 52750.05, 15849.36 52725.27, 16141.44 52700.48, 16433.15 52675.71, 16724.52 52651, 16749.05 52649.18, 16733.8 52377.87, 16718.88 52106.22, 16703.94 51834.28, 16688.98 51562.05, 16688 51539.07))",annotation,plate4_4B,[255 255   0]
234,"POLYGON ((23653.17 29274.83, 23357.52 29285.88, 23061.52 29297.31, 22765.2 29308.79, 22538.57 29317.29, 22468.46 29320.26, 22444.19 29321.28, 22455.98 29613.52, 22468.12 29905.77, 22480.31 30197.71, 22492.45 30489.31, 22493.58 30514.27, 22789.2 30502.1, 23084.91 30489.96, 23380.26 30478.22, 23675.2 30466.08, 23700.06 30465.35, 23688.27 30174.46, 23676.82 29883.24, 23665.35 29591.71, 23653.87 29299.83, 23653.17 29274.83))",annotation,plate4_10E,[102   0 102]
235,"POLYGON ((9979.26 31192.09, 9667.74 31204.61, 9355.82 31217.5, 9043.56 31230.06, 8804.39 31239.7, 8730.88 31243.01, 8704.91 31244.17, 8725.23 31542.67, 8745.58 31841.2, 8765.85 32139.38, 8786.13 32437.24, 8787.99 32463.09, 9099.49 32449.44, 9411.01 32435.8, 9722.15 32422.17, 10032.91 32408.57, 10058.71 32407.7, 10039.21 32110.62, 10019.69 31813.16, 10000.18 31515.38, 9980.61 31217.23, 9979.26 31192.09))",annotation,plate4_10B,[102   0 102]
237,"POLYGON ((14522.49 37616.03, 14220.17 37632.17, 13917.46 37648.69, 13614.46 37665.2, 13382.36 37677.62, 13311.03 37681.77, 13285.82 37683.23, 13303.19 37971.91, 13320.54 38260.68, 13337.82 38549.09, 13355.13 38837.19, 13356.7 38861.8, 13659.01 38844.61, 13961.34 38827.42, 14263.31 38810.21, 14564.92 38793.05, 14589.96 38791.9, 14573.39 38504.51, 14556.8 38216.79, 14540.23 37928.73, 14523.6 37640.39, 14522.49 37616.03))",annotation,plate4_12G,[102   0 102]
238,"POLYGON ((11010.95 46938.83, 10709.46 46960.36, 10407.6 46982.29, 10105.33 47003.87, 9873.89 47020.42, 9802.78 47025.83, 9777.65 47027.76, 9796.73 47308.5, 9815.85 47589.28, 9834.94 47869.78, 9854.02 48149.95, 9855.77 48174.24, 10157.26 48151.68, 10458.78 48129.1, 10759.94 48106.55, 11060.74 48084.02, 11085.72 48082.42, 11067.37 47802.9, 11049.01 47523.08, 11030.62 47242.95, 11012.24 46962.51, 11010.95 46938.83))",annotation,plate4_3A,[255 255 255]
239,"POLYGON ((20902.83 28075.75, 20603.19 28086.16, 20303.17 28096.96, 20002.79 28107.79, 19773.1 28115.8, 19702.04 28118.62, 19677.44 28119.61, 19690.84 28414.85, 19704.66 28710.09, 19718.5 29005.04, 19732.26 29299.64, 19733.53 29324.83, 20033.2 29313.31, 20332.89 29301.78, 20632.22 29290.28, 20931.2 29278.77, 20956.4 29278.09, 20942.95 28984.24, 20929.89 28690.01, 20916.76 28395.5, 20903.68 28100.63, 20902.83 28075.75))",annotation,plate4_1C,[102   0 102]
240,"POLYGON ((9866.1 50808.26, 9565.34 50832, 9264.22 50856.13, 8962.71 50880.25, 8731.83 50898.5, 8660.9 50904.45, 8635.83 50906.54, 8655.45 51183.82, 8675.11 51461.18, 8694.74 51738.19, 8714.36 52014.92, 8716.13 52038.57, 9016.88 52013.82, 9317.67 51989.07, 9618.1 51964.33, 9918.17 51939.63, 9943.09 51937.84, 9924.2 51661.75, 9905.29 51385.38, 9886.36 51108.66, 9867.44 50831.66, 9866.1 50808.26))",annotation,plate4_1G,[255 255   0]
241,"POLYGON ((19695.81 32087.48, 19396.86 32100.26, 19097.51 32113.44, 18797.86 32126.62, 18568.33 32136.46, 18497.82 32139.83, 18472.89 32141.02, 18487.29 32432.59, 18501.75 32724.2, 18516.13 33015.48, 18530.52 33306.45, 18531.87 33331.7, 18830.84 33317.83, 19129.83 33303.93, 19428.47 33290.1, 19726.74 33276.27, 19751.51 33275.38, 19737.83 32985.14, 19724.16 32694.55, 19710.46 32403.65, 19696.7 32112.41, 19695.81 32087.48))",annotation,plate4_11E,[102   0 102]
242,"POLYGON ((11688.29 36478.82, 11381.79 36494.39, 11074.98 36510.34, 10767.79 36526.33, 10532.51 36538.3, 10460.23 36542.32, 10434.68 36543.73, 10453.8 36835.38, 10472.85 37127.08, 10491.92 37418.44, 10510.93 37709.48, 10512.65 37734.37, 10819.13 37717.68, 11125.56 37701.04, 11431.69 37684.39, 11737.38 37667.78, 11762.76 37666.68, 11744.5 37376.35, 11726.19 37085.71, 11707.86 36794.72, 11689.54 36503.41, 11688.29 36478.82))",annotation,plate4_2G,[102   0 102]
244,"POLYGON ((11602.69 35119.78, 11295.36 35134.55, 10987.69 35149.73, 10679.67 35164.91, 10444.09 35176.26, 10371.22 35180.13, 10345.99 35181.46, 10364.78 35474.66, 10383.97 35767.89, 10403.13 36060.79, 10422.28 36353.35, 10424.01 36378.37, 10731.28 36362.5, 11038.63 36346.6, 11345.58 36330.73, 11652.13 36314.91, 11677.98 36313.85, 11659.23 36022.03, 11640.82 35729.84, 11622.39 35437.33, 11603.95 35144.5, 11602.69 35119.78))",annotation,plate4_8C,[102   0 102]
245,"POLYGON ((10673.71 41795.41, 10368.92 41814.07, 10063.82 41833.11, 9758.3 41852.17, 9524.73 41866.48, 9452.43 41871.25, 9427.45 41872.89, 9446.53 42159.43, 9466.04 42445.94, 9485.52 42732.14, 9504.95 43018.05, 9506.74 43042.86, 9811.53 43023.13, 10116.28 43003.39, 10420.73 42983.7, 10724.78 42964.02, 10750.41 42962.63, 10731.27 42677.46, 10712.56 42391.93, 10693.8 42106.1, 10675.05 41819.92, 10673.71 41795.41))",annotation,plate4_12D,[102   0 102]
246,"POLYGON ((17041.88 33563.52, 16740.48 33577.26, 16438.69 33591.34, 16136.53 33605.11, 15905.11 33615.66, 15834.01 33619.24, 15808.88 33620.5, 15824.81 33912.09, 15840.77 34203.7, 15856.75 34495, 15872.65 34785.98, 15874.12 34811.21, 16175.55 34796.4, 16477 34781.61, 16778.12 34766.84, 17078.81 34752.06, 17103.78 34751.11, 17088.58 34460.84, 17073.39 34170.26, 17058.13 33879.36, 17042.91 33588.12, 17041.88 33563.52))",annotation,plate4_12F,[102   0 102]
247,"POLYGON ((16477.91 22771.39, 16169.87 22778.76, 15861.46 22786.49, 15552.68 22794.24, 15316.21 22799.9, 15243.55 22801.99, 15217.87 22802.73, 15234.47 23106.58, 15251.1 23410.43, 15267.68 23713.94, 15284.28 24017.13, 15285.82 24043.04, 15593.86 24034.53, 15901.91 24026.06, 16209.55 24017.58, 16516.88 24009.08, 16542.39 24008.67, 16526.53 23706.27, 16510.71 23403.53, 16494.84 23100.45, 16478.95 22797.02, 16477.91 22771.39))",annotation,plate4_8H,[102   0 102]
248,"POLYGON ((24956.48 29224.72, 24662.42 29235.71, 24367.96 29247.1, 24073.17 29258.49, 23847.8 29266.92, 23778.06 29269.89, 23753.89 29270.91, 23764.92 29562.39, 23776.33 29853.93, 23787.7 30145.11, 23799.12 30435.99, 23800.2 30461.23, 24094.29 30449.14, 24388.41 30437.07, 24682.15 30425.01, 24975.6 30412.96, 25000.33 30412.2, 24989.26 30122.08, 24978.56 29831.59, 24967.84 29540.78, 24957.12 29249.64, 24956.48 29224.72))",annotation,plate4_10E,[102   0 102]
250,"POLYGON ((13672.1 22841.13, 13360.55 22848.55, 13048.72 22856.41, 12736.4 22863.83, 12497.66 22869.55, 12423.75 22871.69, 12398.21 22872.42, 12416.16 23177.93, 12434.47 23483.45, 12452.8 23788.63, 12471.07 24093.45, 12472.79 24119.91, 12784.29 24111.32, 13095.81 24102.74, 13406.94 24094.15, 13717.68 24085.58, 13743.88 24085.16, 13725.96 23781.12, 13708.41 23476.73, 13690.84 23171.96, 13673.28 22866.87, 13672.1 22841.13))",annotation,plate4_5B,[102   0 102]
251,"POLYGON ((19058.21 18527.18, 18751.07 18531.93, 18443.59 18537.06, 18135.67 18542.2, 17899.89 18545.87, 17827.41 18547.36, 17801.83 18547.88, 17816.98 18854.83, 17832.17 19161.82, 17847.34 19468.46, 17862.46 19774.74, 17863.89 19800.93, 18171.04 19795.04, 18478.16 19789.14, 18784.98 19783.21, 19091.38 19777.35, 19116.82 19777.14, 19102.39 19471.64, 19088.01 19165.79, 19073.58 18859.6, 19059.17 18553.04, 19058.21 18527.18))",annotation,plate4_10A,[102   0 102]
252,"POLYGON ((15263.2 25551.78, 14955.17 25560.79, 14646.81 25570.23, 14338.01 25579.69, 14101.94 25586.62, 14028.89 25589.12, 14003.61 25590, 14020.46 25891.49, 14037.75 26193.02, 14055.01 26494.21, 14072.26 26795.05, 14073.83 26820.76, 14381.85 26810.61, 14689.89 26800.41, 14997.55 26790.25, 15304.84 26780.09, 15330.74 26779.54, 15313.87 26479.47, 15297.36 26179.04, 15280.84 25878.27, 15264.33 25577.17, 15263.2 25551.78))",annotation,plate4_9E,[102   0 102]
253,"POLYGON ((22278.4 29327.58, 21981.13 29338.68, 21683.47 29350.18, 21385.47 29361.72, 21157.22 29370.26, 21087.1 29373.23, 21062.31 29374.29, 21075.25 29667.29, 21088.23 29960.34, 21101.22 30253.07, 21114.14 30545.45, 21115.34 30570.46, 21412.64 30558.25, 21709.97 30546.03, 22006.99 30534.22, 22303.58 30522.02, 22328.2 30521.29, 22315.96 30229.63, 22303.74 29937.6, 22291.45 29645.3, 22279.2 29352.63, 22278.4 29327.58))",annotation,plate4_1C,[102   0 102]
254,"POLYGON ((8714.48 33950.22, 8402.94 33964.39, 8091 33978.96, 7778.68 33993.56, 7539.87 34004.46, 7465.98 34008.18, 7440.4 34009.46, 7460.97 34305.71, 7481.96 34601.97, 7502.97 34897.9, 7523.89 35193.47, 7525.77 35218.76, 7837.33 35203.45, 8148.91 35188.16, 8460.13 35172.87, 8770.91 35157.63, 8797.11 35156.6, 8776.55 34861.79, 8756.38 34566.59, 8736.13 34271.07, 8715.92 33975.18, 8714.48 33950.22))",annotation,plate4_10H,[102   0 102]
255,"POLYGON ((11352.34 31135.53, 11042.54 31147.97, 10732.34 31160.82, 10421.77 31173.67, 10183.89 31183.24, 10110.81 31186.54, 10084.98 31187.71, 10104.07 31485.43, 10123.52 31783.2, 10143.01 32080.62, 10162.42 32377.69, 10164.17 32403.09, 10474 32389.53, 10783.83 32375.95, 11093.29 32362.38, 11402.37 32348.86, 11428.43 32348, 11409.76 32051.67, 11391.1 31754.98, 11372.39 31457.96, 11353.66 31160.62, 11352.34 31135.53))",annotation,plate4_10B,[102   0 102]
256,"POLYGON ((11901.61 60533.67, 11608.69 60562.5, 11315.46 60591.74, 11021.88 60621, 10797.42 60643.12, 10727.94 60650.29, 10703.93 60652.77, 10721.66 60918.66, 10739.76 61184.58, 10757.82 61450.22, 10775.88 61715.55, 10777.52 61738.24, 11070.4 61708.42, 11363.31 61678.59, 11655.89 61648.8, 11948.16 61619.04, 11972.77 61616.78, 11955.01 61352.07, 11937.62 61087.04, 11920.23 60821.69, 11902.8 60556.09, 11901.61 60533.67))",annotation,plate4_2A,[255 255   0]
